FID,ID1,Name,NAICSCode,NACSDescri,NAICSTitle,EmplRange,Phone,Fax,TollFree,EMail,WebAddress,StreetNo,StreetName,Street_Add,Bldg_No,Unit_No,PostalCode,Modified_D,PIN,Character,Ward
6183,2109,Tandoori Mirchi,722512,Accommodation,Limited-service eating places,1 to 4,905-672-2220, , , ,www.tandoorimirchis.com,7305,Bramalea Rd,7305 Bramalea Rd, ,6,L5S 1W4,2017/11/09 00:00:00+00,10024400,Northeast EA (West),5
6184,2108,Vantage Finishing and Refinishing Inc.,321999,Manufacturing,All Other Miscellaneous Wood Product Manufacturing,5 to 9,905-908-9960,905-908-9961, ,vantagefinishing@gmail.com,www.vantagefinishing.com,7305,Bramalea Rd,7305 Bramalea Rd, ,7 to 9,L5S 1W4,2017/06/08 00:00:00+00,10024400,Northeast EA (West),5
6185,46298,Sealtech Supply Inc.,416120,Wholesale,"Plumbing, Heating and Air-Conditioning Equipment and Supplies Wholesaler-Distributors",10 to 19,905-362-0889,905-362-1031, ,sealtech@sealsonline.com,www.sealsonline.com,7305,Bramalea Rd,7305 Bramalea Rd, ,1&2,L5S 1W4,2017/06/08 00:00:00+00,10024400,Northeast EA (West),5
6186,49495,Alpha Trans Ltd.,484121,Transportation,"General Freight Trucking, Long Distance, Truck-Load",1 to 4,905-612-0010,905-612-0025,1-888-559-0010,info@alphatransltd.com,www.alphatransltd.com,7305,Bramalea Rd,7305 Bramalea Rd, ,345,L5S 1W4,2017/06/08 00:00:00+00,10024400,Northeast EA (West),5
6187,2113,Casa Dacor,418990,Wholesale,All Other Wholesaler-Distributors,10 to 19,905-795-9215,905-795-9226, ,jas.puri@indianhandicrafts.ca,www.indianhandicrafts.ca,7325,Bramalea Rd,7325 Bramalea Rd, , ,L5S 1C5,2017/08/10 00:00:00+00,10024500,Northeast EA (West),5
6188,2115,Goldcon Industries Ltd,337215,Manufacturing,"Showcase, Partition, Shelving and Locker Manufacturing",5 to 9,905-671-1746,905-671-1936, ,nash@goldcon.com,www.goldcon.com,7331,Bramalea Rd,7331 Bramalea Rd, ,2 to 5,L5S 1C5,2017/11/09 00:00:00+00,10024700,Northeast EA (West),5
6189,51098,G T A Electronics Inc.,443143,Retail,"Appliance, television and other electronics stores i",1 to 4,905-461-2179, , ,sales@mygica.tv,www.gtaelectronics.ca,7331,Bramalea Rd,7331 Bramalea Rd, ,1,L5S 1C5,2017/11/09 00:00:00+00,10024700,Northeast EA (West),5
6190,2162,Norampac Mississauga,339990,Manufacturing,All Other Miscellaneous Manufacturing,50 to 99,905-671-2940,905-671-2448, , ,www.norampac.com,7447,Bramalea Rd,7447 Bramalea Rd, , ,L5S 1C4,2017/06/08 00:00:00+00,10025100,Northeast EA (West),5
6191,2160,Century 21 Legacy Ltd.,531212,Real Estate,Offices of Real Estate Brokers,1 to 4,905-672-2200,905-672-2201, ,century21legacy@yahoo.com,www.century21legacy.ca,7420,Bramalea Rd,7420 Bramalea Rd, ,B,L5S 1W9,2017/11/09 00:00:00+00,10025300,Northeast EA (West),5
6192,2159,Sonoco Canada Corp.,322219,Manufacturing,Other Paperboard Container Manufacturing,50 to 99,9056737373,9056738616, , ,www.sonoco.com,7420,Bramalea Rd,7420 Bramalea Rd, ,A,L5S 1W9,2018/12/30 00:00:00+00,10025300,Northeast EA (West),5
6193,288,Noram Glass,327214,Manufacturing,Glass Manufacturing,20 to 49,9052380470,9052387215, ,purchasing@noramglass.com,www.noramglass.com,1325,Aimco Blvd,1325 Aimco Blvd, , ,L4W 1B4,2018/12/30 00:00:00+00,10025600,Northeast EA (West),5
6194,9811,Olympic Express Inc.,484110,Transportation,"General Freight Trucking, Local",1 to 4,9052380080,9052380060, ,dispatch@olympicexpressinc.com,www.olympicexpressinc.com,1325,Aimco Blvd,1325 Aimco Blvd, , ,L4W 1B4,2018/12/30 00:00:00+00,10025600,Northeast EA (West),5
6195,90283,Amcan Bearing Company,417230,Wholesale,"Industrial Machinery, Equipment and Supplies Wholesaler-Distributors",20 to 49,9056249948,9056243894,8772756304,info@amcanbearing.com,www.amcanbearing.com,5156,Bradco Blvd,5156 Bradco Blvd, ,3,L4W 1G7,2018/12/30 00:00:00+00,10025700,Northeast EA (West),5
6196,90284,F X Creative,337215,Manufacturing,"Showcase, Partition, Shelving and Locker Manufacturing",50 to 99,9056140125,9056141112, ,info@fxcreative.ca, ,5190,Bradco Blvd,5190 Bradco Blvd, , ,L4W 1G7,2018/12/30 00:00:00+00,10025700,Northeast EA (West),5
6197,2049,Glasvan Great Dane Used Trailer Sales,415290,Wholesale,Other New Motor Vehicle Parts and Accessories Wholesaler-Distributors,50 to 99,905-625-8441,905-625-9787,1-888-452-7826,info@glasvangreatdane.com,www.glasvangreatdane.com,1201,Aimco Blvd,1201 Aimco Blvd, , ,L4W 1B3,2017/11/09 00:00:00+00,10025800,Northeast EA (West),5
6198,280,Precise Transmission Inc.,811199,Other Services,All Other Automotive Repair and Maintenance,1 to 4,905-238-6770,905-238-6455, ,feedback@precisetransmission.com,www.precisetransmission.com,1246,Aimco Blvd,1246 Aimco Blvd, , ,L4W 1B2,2017/11/09 00:00:00+00,10026000,Northeast EA (West),5
6199,281,Power Metal Recycling,562920,Administrative,Material Recovery Facilities,5 to 9,905-361-2458, , ,info@powermetalrecylingca.com,www.powermetalrecyclingca.com,1260,Aimco Blvd,1260 Aimco Blvd, , ,L4W 1B2,2017/11/09 00:00:00+00,10026100,Northeast EA (West),5
6200,282,Oxford Builders Supplies,417210,Wholesale,"Construction and Forestry Machinery, Equipment and Supplies Wholesaler-Distributors",10 to 19,9056140747,9056140748, , ,www.oxfordbuilders.ca,1280,Aimco Blvd,1280 Aimco Blvd, , ,L4W 1B2,2018/12/30 00:00:00+00,10026300,Northeast EA (West),5
6201,90280,Canadian Rack Technologies Inc.,418990,Wholesale,All Other Wholesaler-Distributors,5 to 9,9052387225, , ,info@rackt.ca,www.rack.ca,1280,Aimco Blvd,1280 Aimco Blvd, , ,L4W 1B2,2018/12/30 00:00:00+00,10026300,Northeast EA (West),5
6202,284,Taber Exhibit Company Inc.,337215,Manufacturing,"Showcase, Partition, Shelving and Locker Manufacturing",1 to 4,905-238-5100,905-238-1272, , , ,1290,Aimco Blvd,1290 Aimco Blvd, , ,L4W 1B2,2017/05/26 00:00:00+00,10026400,Northeast EA (West),5
6203,47361,Taber Exhibit Company Inc.,337215,Manufacturing,"Showcase, Partition, Shelving and Locker Manufacturing",N/A,905-238-5100, , , , ,1300,Aimco Blvd,1300 Aimco Blvd, , ,L4W 1B2,2017/05/26 00:00:00+00,10026500,Northeast EA (West),5
6204,285,Jashamy Import & Export,414390,Wholesale,Other Home Furnishings Wholesaler-Distributors,1 to 4,905-629-0778,905-629-0774, ,sales@jashamy.com,www.jashamy.com,1310,Aimco Blvd,1310 Aimco Blvd, , ,L4W 1B2,2017/11/09 00:00:00+00,10026600,Northeast EA (West),5
6205,297,Staples Business Depot Inc.,453210,Retail,Office Supplies and Stationery Stores,10 to 19,905-602-5888,905-602-5846, , ,www.staples.ca,1530,Aimco Blvd,1530 Aimco Blvd, , ,L4W 5K1,2017/11/09 00:00:00+00,10026700,Northeast EA (West),5
6206,49266,Wendy's,722512,Accommodation,Limited-service eating places,10 to 19,9056240453, , , ,www.wendys.ca,1520,Aimco Blvd,1520 Aimco Blvd, , ,L4W 5K1,2018/12/30 00:00:00+00,10026700,Northeast EA (West),5
6207,56401,Boston Pizza,722511,Accommodation,Full-service restaurants,20 to 49,9056251265,9056258947, ,bpdixie.thg@gmail.com,www.bostonpizza.com,1510,Aimco Blvd,1510 Aimco Blvd, , ,L4W 5K1,2018/12/30 00:00:00+00,10026700,Northeast EA (West),5
6208,300,Enjo Canada Inc.,541690,Professional,Other Scientific and Technical Consulting Services,1 to 4,9056294888,9056292665, ,info@enjo-canada.com,www.enjo.ca,1600,Aimco Blvd,1600 Aimco Blvd, ,3,L4W 1V1,2018/12/30 00:00:00+00,10026800,Northeast EA (West),5
6209,298,Heaven Fresh Canada Inc,443143,Retail,"Appliance, television and other electronics stores i",N/A, ,4163521857,8666251857,sales@heavenfresh.ca,www.heavenfresh.ca,1600,Aimco Blvd,1600 Aimco Blvd, ,5,L4W 1V1,2018/12/30 00:00:00+00,10026800,Northeast EA (West),5
6210,302,Cora Wegman International Inc.,325610,Manufacturing,Soap and Cleaning Compound Manufacturing,5 to 9,905-268-0630,905-268-0633, ,sales@corawegman.com,www.corawegman.com,1600,Aimco Blvd,1600 Aimco Blvd, ,4,L4W 1V1,2017/11/09 00:00:00+00,10026800,Northeast EA (West),5
6211,45979,The Printing Klub Inc.,323114,Manufacturing,Quick Printing,5 to 9,4169307098,9052829774, ,info@theprintingklub.ca,www.theprintingklub.ca,1600,Aimco Blvd,1600 Aimco Blvd, ,1,L4W 1V1,2018/12/30 00:00:00+00,10026800,Northeast EA (West),5
6212,45980,Burke Direct Mail Corp.,492110,Transportation,Couriers,10 to 19,9056258910,9056257398, ,jim@burkedirectmail.com,www.burkedirectmail.com,1600,Aimco Blvd,1600 Aimco Blvd, ,6,L4W 1V1,2018/12/30 00:00:00+00,10026800,Northeast EA (West),5
6213,50938,Brad Hall & Co. Ltd.,339920,Manufacturing,Sporting and Athletic Goods Manufacturing,5 to 9,9052757077,9052757078,8006680680,info@bradhall.com,www.bradhall.com,1600,Aimco Blvd,1600 Aimco Blvd, ,2,L4W 1V1,2018/12/30 00:00:00+00,10026800,Northeast EA (West),5
6214,84701,Aber Tiles Inc.,444190,Retail,Other Building Material Dealers,1 to 4,9052121330,9052121311, ,sales@abertiles.ca,www.abertiles.ca,1600,Aimco Blvd,1600 Aimco Blvd, ,8,L4W 1V1,2018/12/30 00:00:00+00,10026800,Northeast EA (West),5
6215,90232,Double W Pastry,413190,Wholesale,Other Specialty-Line Food Wholesaler-Distributors,10 to 19,9056297868, , , , ,1600,Aimco Blvd,1600 Aimco Blvd, ,9,L4W 1V1,2018/12/30 00:00:00+00,10026800,Northeast EA (West),5
6216,307,Furlani's Food Corp./ Whytes Food Corp.,311520,Manufacturing,Ice Cream and Frozen Dessert Manufacturing,100 to 299,905-602-6102,905-602-9415, ,customerservice@furlanis.com,www.furlanis.com,1700,Aimco Blvd,1700 Aimco Blvd, , ,L4W 1V1,2017/05/30 00:00:00+00,10027100,Northeast EA (West),5
6217,309,Furlani's Food Corp./Whytes Food Corp.,311520,Manufacturing,Ice Cream and Frozen Dessert Manufacturing,N/A,905-602-6102,905-602-9415, , ,www.furlanis.com,1730,Aimco Blvd,1730 Aimco Blvd, , ,L4W 1V1,2017/05/30 00:00:00+00,10027200,Northeast EA (West),5
6218,310,Maritime Ontario,492110,Transportation,Couriers,20 to 49,9056020670,9056024696, , ,www.m-o.com,1740,Aimco Blvd,1740 Aimco Blvd, , ,L4W 1V1,2018/12/30 00:00:00+00,10027300,Northeast EA (West),5
6219,23195,Zebra Paper Converters,493110,Transportation,General Warehousing and Storage,50 to 99,9056021100,9056021144, ,info@zebrapaper.com,www.zebrapaper.com,5130,Creekbank Rd,5130 Creekbank Rd, , ,L4W 2G2,2018/12/30 00:00:00+00,10027400,Northeast EA (West),5
6220,311,Crossdock Systems,488519,Transportation,Other Freight Transportation Arrangement,20 to 49,9056704937,9056709475,8885353999, ,www.crossdocksystems.com,1771,Aimco Blvd,1771 Aimco Blvd, , ,L4W 1H7,2018/12/30 00:00:00+00,10027500,Northeast EA (West),5
6221,90234,Robert Design Group Willwork,321919,Manufacturing,Other Millwork,50 to 99,9056247345,9056247344, ,info@rdgl.ca,www.rdgl.ca,1711,Aimco Blvd,1711 Aimco Blvd, , ,L4W 1H7,2018/12/30 00:00:00+00,10027600,Northeast EA (West),5
6222,56530,Just Aluminum & Glass Inc.,332321,Manufacturing,Metal Window and Door Manufacturing,20 to 49,905-602-5887,905-238-9579, ,justin@justaluminum.ca,www.justaluminum.ca,1677,Aimco Blvd,1677 Aimco Blvd, ,A,L4W 1H7,2017/11/09 00:00:00+00,10027700,Northeast EA (West),5
6223,90233,Efaflex - Emergency Door Services,326196,Manufacturing,Plastic Window and Door Manufacturing,10 to 19,9052385000,9052382895, ,sales@eds-doorcorp.ca,www.teameds.ca,1677,Aimco Blvd,1677 Aimco Blvd, , ,L4W 1H7,2018/12/30 00:00:00+00,10027700,Northeast EA (West),5
6224,304,J A Wilson Display Ltd.,337215,Manufacturing,"Showcase, Partition, Shelving and Locker Manufacturing",100 to 299,9056259200,9056253199, ,info@wilsondisplay.com,www.wilsondisplay.com,1645,Aimco Blvd,1645 Aimco Blvd, , ,L4W 1H8,2018/12/30 00:00:00+00,10027800,Northeast EA (West),5
6225,6041,Royal Jasmine,722511,Accommodation,Full-service restaurants,20 to 49,9056021688, , ,royaljasmine@live.com, ,5165,Dixie Rd,5165 Dixie Rd, ,3,L4W 4G1,2018/12/30 00:00:00+00,10027900,Northeast EA (West),5
6226,6038,17 Steakhouse and Bar,722511,Accommodation,Full-service restaurants,N/A,9056141701, , , ,www.17steakhouse.com,5165,Dixie Rd,5165 Dixie Rd, ,4,L4W 4G1,2018/12/30 00:00:00+00,10027900,Northeast EA (West),5
6227,6037,Husky Gas Station,447190,Retail,Other Gasoline Stations,5 to 9,905-624-9871, , ,hk4882@popmail.huskyenergy.ca,www.myhusky.ca,5145,Dixie Rd,5145 Dixie Rd, , ,L4W 4G1,2017/11/09 00:00:00+00,10027900,Northeast EA (West),5
6228,6045,Swiss Chalet,722511,Accommodation,Full-service restaurants,20 to 49,9052380798, , , , ,5165,Dixie Rd,5165 Dixie Rd, ,2,L4W 4G1,2018/12/30 00:00:00+00,10027900,Northeast EA (West),5
6229,6043,Belfast Lounge,722410,Accommodation,Drinking Places (Alcoholic Beverages),10 to 19,9052129048,9054277510, , ,www.belfastlounge.com,5165,Dixie Rd,5165 Dixie Rd, ,8,L4W 4G1,2018/12/30 00:00:00+00,10027900,Northeast EA (West),5
6230,1074,Ace Trans Inc.,493110,Transportation,General Warehousing and Storage,5 to 9,9056253000,9056256049, ,info@acetrans.ca,www.acetrans.ca,5391,Ambler Dr,5391 Ambler Dr, ,1,L4W 1H1,2018/12/30 00:00:00+00,10028000,Northeast EA (West),5
6231,1075,Tires 23,415310,Wholesale,Used Motor Vehicle Parts and Accessories Wholesaler-Distributors,5 to 9,9056028881,9056026181, ,sales@tires23.com,www.tires23.com,5391,Ambler Dr,5391 Ambler Dr, ,2,L4W 1H1,2018/12/30 00:00:00+00,10028000,Northeast EA (West),5
6232,13105,A A Electronics Corp,417320,Wholesale,"Electronic Components, Navigational and Communications Equipment and Supplies Wholesaler-Distributors",5 to 9,905-206-0931,905-206-0932, ,david@aa-e.com,www.aa-e.com,1350,Matheson Blvd E,1350 Matheson Blvd E, ,7&8,L4W 4M1,2017/11/09 00:00:00+00,10028000,Northeast EA (West),5
6233,13101,R T C Electronics,417320,Wholesale,"Electronic Components, Navigational and Communications Equipment and Supplies Wholesaler-Distributors",5 to 9,9056249986,9056249988, ,sales@rtcelectronics.ca,www.rtcelectronics.ca,1350,Matheson Blvd E,1350 Matheson Blvd E, ,10A,L4W 4M1,2018/12/30 00:00:00+00,10028000,Northeast EA (West),5
6234,13112,Gyros Place,722512,Accommodation,Limited-service eating places,5 to 9,905-212-4976, , ,eat@gyrosplace.ca,www.gyrosplace.ca,1350,Matheson Blvd E,1350 Matheson Blvd E, ,10B,L4W 4M1,2017/11/09 00:00:00+00,10028000,Northeast EA (West),5
6235,13111,Sayal Electronics Ltd.,417320,Wholesale,"Electronic Components, Navigational and Communications Equipment and Supplies Wholesaler-Distributors",1 to 4,9052388640,9052389757, ,sales@sayal.com,www.sayal.com,1350,Matheson Blvd E,1350 Matheson Blvd E, , ,L4W 4M1,2018/12/30 00:00:00+00,10028000,Northeast EA (West),5
6236,13115,ImprintXpress Inc.,323119,Manufacturing,Other Printing,1 to 4,4166191254, , ,info@imprintxpress.ca,www.imprintxpress.ca,1350,Matheson Blvd E,1350 Matheson Blvd E, ,11,L4W 4M1,2018/12/30 00:00:00+00,10028000,Northeast EA (West),5
6237,13141,Secutron,561621,Administrative,Security Systems Services (except Locksmiths),1 to 4,9056297019,9052900515, ,sales@secutroncctv.com,www.secutroncctv.com,1380,Matheson Blvd E,1380 Matheson Blvd E, ,2,L4W 4P8,2018/12/30 00:00:00+00,10028000,Northeast EA (West),5
6238,13138,National Beauty Supplies,414520,Wholesale,"Toiletries, Cosmetics and Sundries Wholesaler-Distributors",1 to 4,9052386720,9052386876,8002656991,info@nationalbeautysupplies.com,www.nationalbeautysupplies.com,1380,Matheson Blvd E,1380 Matheson Blvd E, ,12 to 15,L4W 4P8,2018/12/30 00:00:00+00,10028000,Northeast EA (West),5
6239,13140,Wire E D M Inc.,333519,Manufacturing,Other Metalworking Machinery Manufacturing,5 to 9,9056297233, , ,wireedm@bellnet.ca,www.wireedminc.ca/contact.html,1380,Matheson Blvd E,1380 Matheson Blvd E, ,10&11,L4W 4P8,2018/12/30 00:00:00+00,10028000,Northeast EA (West),5
6240,13145,Ambrosia Inc,812190,Other Services,Other Personal Care Services,1 to 4,9052385811, , , ,www.ambrosiaspa.ca,1380,Matheson Blvd E,1380 Matheson Blvd E, ,1,L4W 4P8,2018/12/30 00:00:00+00,10028000,Northeast EA (West),5
6241,85189,L M I Printing,323114,Manufacturing,Quick Printing,1 to 4,9052794722,9052794728, ,info@lmiprinting.com,www.lmiprinting.com,1380,Matheson Blvd E,1380 Matheson Blvd E, ,4,L4W 4P8,2018/12/30 00:00:00+00,10028000,Northeast EA (West),5
6242,90086,Apex Motoring,811111,Other Services,General Automotive Repair,1 to 4,9056020101,9056026717, ,sales@apexmotoring.com, ,5391,Ambler Dr,5391 Ambler Dr, ,1,L4W 1H1,2018/12/30 00:00:00+00,10028000,Northeast EA (West),5
6243,90092,Canadian Concrete Block Mold & Machinery Products Ltd.,339990,Manufacturing,All Other Miscellaneous Manufacturing,1 to 4,9056026946,9056026661, , ,www.canadianconcreteblockmold.com,1350,Matheson Blvd E,1350 Matheson Blvd E, ,18&19,L4W 4M1,2018/12/30 00:00:00+00,10028000,Northeast EA (West),5
6244,13049,Unique Restoration Ltd.,236110,Construction,Residential Building Construction,50 to 99,9056299100,9056290300,8556299100,admin@uniquerestoration.ca,www.uniquerestoration.ca,1220,Matheson Blvd E,1220 Matheson Blvd E, , ,L4W 1R2,2018/12/30 00:00:00+00,10028300,Northeast EA (West),5
6245,5338,Total Auto Care Corp.,811199,Other Services,All Other Automotive Repair and Maintenance,1 to 4, , , , , ,1210,Matheson Blvd E,1210 Matheson Blvd E, , ,L4W 1R2,2018/12/30 00:00:00+00,10028400,Northeast EA (West),5
6246,13059,Advantage Car & Truck Rentals,532111,Real Estate,Passenger Car Rental,1 to 4,905-238-3432, , ,dixie@advantagecarrentals.com,www.advantagecarrentals.com,1270,Matheson Blvd E,1270 Matheson Blvd E, ,A,L4W 1R2,2017/11/09 00:00:00+00,10028500,Northeast EA (West),5
6247,13060,Omkar Auto Services Ltd.,811111,Other Services,General Automotive Repair,1 to 4,9052061286,9052069913, ,omkarmatharu@hotmail.com, ,1270,Matheson Blvd E,1270 Matheson Blvd E, ,B,L4W 1R2,2018/12/30 00:00:00+00,10028500,Northeast EA (West),5
6248,21748,M V C Towing & Storage Inc.,488410,Transportation,Motor Vehicle Towing,N/A,9056091682,8887785781, ,mvc.tns@gmail.com, ,1270,Matheson Blvd E,1270 Matheson Blvd E, , ,L4W 1R2,2018/12/30 00:00:00+00,10028500,Northeast EA (West),5
6249,13057,Elton Manufacturing Inc.,326290,Manufacturing,Other Rubber Product Manufacturing,50 to 99,9056141255,9056141106, , ,www.eltonmanufacturing.com,1250,Matheson Blvd E,1250 Matheson Blvd E, ,A,L4W 1R2,2018/12/30 00:00:00+00,10028600,Northeast EA (West),5
6250,13055,Castle Precast Ltd.,327390,Manufacturing,Other Concrete Product Manufacturing,20 to 49,9056021333,9056029364, ,carolyn@castleprecast.ca,www.castleprecast.ca,1230,Matheson Blvd E,1230 Matheson Blvd E, , ,L4W 1R2,2018/12/30 00:00:00+00,10028700,Northeast EA (West),5
6251,13044,Bait-UI-Hamd Ahmadiyyah Muslim Mosque,813110,Other Services,Religious Organizations,5 to 9,905-206-1364,905-206-1144, ,info@ahmadiyya.ca,www.ahmadiyya.ca,1194,Matheson Blvd E,1194 Matheson Blvd E, , ,L4W 1Y2,2017/11/09 00:00:00+00,10028800,Northeast EA (West),5
6252,55380,New Best Truck Repair and Tires Ltd.,811111,Other Services,General Automotive Repair,5 to 9,9052129200,9052129210, ,newbesttruck@gmail.com,www.newbesttruck.com,1136,Matheson Blvd E,1136 Matheson Blvd E, , ,L4W 2V4,2018/12/30 00:00:00+00,10028900,Northeast EA (West),5
6253,13032,Romet Limited,334512,Manufacturing,"Measuring, Medical and Controlling Devices Manufacturing",100 to 299,9056241591,9056245668, ,romet@rometlimited.com,www.rometlimited.com,1080,Matheson Blvd E,1080 Matheson Blvd E, , ,L4W 2V2,2018/12/30 00:00:00+00,10029300,Northeast EA (West),5
6254,55379,Masters Door,337110,Manufacturing,Wood Kitchen Cabinet and Counter Top Manufacturing,10 to 19,9052387003,9052380157, , , ,1060,Matheson Blvd E,1060 Matheson Blvd E, , ,L4W 3B3,2018/12/30 00:00:00+00,10029400,Northeast EA (West),5
6255,13022,Powermaster Machinery Ltd.,417230,Wholesale,"Industrial Machinery, Equipment and Supplies Wholesaler-Distributors",1 to 4,905-624-9327,905-624-8591, ,sales@powermaster.ca,www.powermaster.ca,1048,Matheson Blvd E,1048 Matheson Blvd E, , ,L4W 2V2,2017/11/09 00:00:00+00,10029500,Northeast EA (West),5
6256,13018,Gerrie Electric Supply,443143,Retail,"Appliance, television and other electronics stores a",10 to 19,9056253118,9056255714, ,rbird@gerrie.com,www.gerrie.com,1036,Matheson Blvd E,1036 Matheson Blvd E, , ,L4W 2T9,2018/12/30 00:00:00+00,10029600,Northeast EA (West),5
6257,13021,Pioneer Steel Manufacturers Limited,331110,Manufacturing,Iron and Steel Mills and Ferro-Alloy Manufacturing,10 to 19,905-212-1301,905-212-9313,1-800-668-5422,tech@pioneersteel.com,www.pioneersteel.com,1045,Matheson Blvd E,1045 Matheson Blvd E, , ,L4W 3P1,2017/11/09 00:00:00+00,10030900,Northeast EA (West),5
6258,13030,Envelopes Unlimited,322230,Manufacturing,Stationery Product Manufacturing,1 to 4,9059491428,9059498732, ,sales@envelopesunlimited.com,www.envelopesunlimited.com,1065,Matheson Blvd E,1065 Matheson Blvd E, ,8,L4W 3P1,2018/12/30 00:00:00+00,10031000,Northeast EA (West),5
6259,13028,Anh Kitchens and Baths,337110,Manufacturing,Wood Kitchen Cabinet and Counter Top Manufacturing,1 to 4,647-381-6203,905-232-2868, ,info@anhkitchens.com,www.anhkitchens.com,1065,Matheson Blvd E,1065 Matheson Blvd E, ,1,L4W 3P1,2017/11/09 00:00:00+00,10031000,Northeast EA (West),5
6260,13027,W & L International,339990,Manufacturing,All Other Miscellaneous Manufacturing,1 to 4,9052061602,9052061013, ,wlint@wlint.com,www.glamorousabc.com,1065,Matheson Blvd E,1065 Matheson Blvd E, ,2,L4W 3P1,2018/12/30 00:00:00+00,10031000,Northeast EA (West),5
